"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateuncertaintyinmeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","inCluster","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","gbifID","collectionCode","occurrenceID","taxonID","recordedBy","catalogNumber","institutionCode","eventTime","identifiedBy","http...unknown.org.captive","identificationID","occurrenceRemarks","identificationRemarks","informationWithheld","name","recordNumber","http...unknown.org.taxonRankID","identificationVerificationStatus","vernacularName","taxonConceptID","http...unknown.org.species","locality","dynamicProperties","verbatimSRS","associatedReferences","verbatimCoordinateSystem","eventRemarks","depth","depthAccuracy","organismQuantity","organismQuantityType","eventID","samplingEffort","samplingProtocol","datasetID","nameAccordingTo","continent","institutionID","language","type","ownerInstitutionCode","coordinatePrecision","elevation","institutionKey","collectionKey","habitat","preparations","verbatimElevation","elevationAccuracy","waterBody","rights","georeferenceSources"
3039268832,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.867833,-118.405067,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:45:15.369+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-29T05:12:36",4,"California",2021,1,28,"2021-01-28T08:31:31","2021-01-29T17:09:09.000+00:00","2022-03-08T17:45:15.369+00:00","https://www.inaturalist.org/observations/68749962","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","keithpittluck","68749962","keithpittluck","Thu Jan 28 2021 08:31:31 GMT-0800 (PST)","iNaturalist research-grade observations","Manhattan Beach, CA, US",3039268832,"Observations","https://www.inaturalist.org/observations/68749962","124748","keithpittluck","68749962","iNaturalist","16:31:31Z","keithpittluck","wild",152527915,"I only saw a bit of Macrocystis on Hermosa Beach this morning.",NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039299110,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.728728,-118.350224,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:52:58.575+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-31T20:57:26",195,"California",2021,1,31,"2021-01-31T09:53:21","2021-01-31T23:43:03.000+00:00","2022-03-08T17:52:58.575+00:00","https://www.inaturalist.org/observations/68880322","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","Michaela","68880322","michaelawidener","2021-01-31 9:53:21 AM PST","iNaturalist research-grade observations","Rancho Palos Verdes, CA, USA",3039299110,"Observations","https://www.inaturalist.org/observations/68880322","124748","Michaela","68880322","iNaturalist","17:53:21Z","Michaela","wild",152890912,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039337014,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.871363,-118.406783,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:54:21.786+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-30T19:55:19",4,"California",2021,1,30,"2021-01-30T09:22:22","2021-01-30T20:46:51.000+00:00","2022-03-08T17:54:21.786+00:00","https://www.inaturalist.org/observations/68819479","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","keithpittluck","68819479","keithpittluck","Sat Jan 30 2021 09:22:22 GMT-0800 (PST)","iNaturalist research-grade observations","Manhattan Beach, CA, US",3039337014,"Observations","https://www.inaturalist.org/observations/68819479","124748","keithpittluck","68819479","iNaturalist","17:22:22Z","keithpittluck","wild",152734387,"Quite a large amount of kelp in the surf and some along the shore at Hermosa Beach, Presumably washed up by the storm the last couple of days.",NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039374864,"Macrocystis pyrifera (Linnaeus) C.Agardh",32.7112,-117.22836,"","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T18:07:55.814+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-29T03:11:24",NA,"California",2021,1,26,"2021-01-26T15:01:00","2021-01-29T04:20:36.000+00:00","2022-03-08T18:07:55.814+00:00","https://www.inaturalist.org/observations/68746742","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","BJ Stacey","68746742","finatic","2021/01/26 3:01 PM PST","iNaturalist research-grade observations","Shelter Island",3039374864,"Observations","https://www.inaturalist.org/observations/68746742","124748","BJ Stacey","68746742","iNaturalist","23:01:00Z","BJ Stacey","wild",152516222,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039382026,"Macrocystis pyrifera (Linnaeus) C.Agardh",36.959367,-122.025497,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:48:40.600+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-31T03:57:02",5,"California",2021,1,30,"2021-01-30T16:33:00","2021-01-31T16:50:56.000+00:00","2022-03-08T17:48:40.600+00:00","https://www.inaturalist.org/observations/68843639","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","Al Kordesch","68843639","al_kordesch","2021/01/30 4:33 PM PST","iNaturalist research-grade observations","Santa Cruz, California, United States",3039382026,"Observations","https://www.inaturalist.org/observations/68843639","124748","Al Kordesch","68843639","iNaturalist","00:33:00Z","Al Kordesch","wild",152795624,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039404843,"Macrocystis pyrifera (Linnaeus) C.Agardh",36.961553,-121.894103,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:49:07.888+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-25T01:50:47",65,"California",2021,1,24,"2021-01-24T12:30:34","2021-02-10T04:47:46.000+00:00","2022-03-08T17:49:07.888+00:00","https://www.inaturalist.org/observations/68563037","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","ellahaun","68563037","ellahaun","Sun Jan 24 2021 12:30:34 GMT-0800 (PST)","iNaturalist research-grade observations","Beach Dr, Aptos, CA, US",3039404843,"Observations","https://www.inaturalist.org/observations/68563037","124748","ellahaun","68563037","iNaturalist","20:30:34Z","Heather Fulton-Bennett","wild",151990165,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039406012,"Macrocystis pyrifera (Linnaeus) C.Agardh",-45.323056,170.817222,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","NZ","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:29:22.759+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-30T21:35:41",NA,"Otago",2021,1,31,"2021-01-31T09:51:09","2021-08-12T16:44:17.000+00:00","2022-03-08T17:29:22.759+00:00","https://www.inaturalist.org/observations/68821921","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","NZ","New Zealand","Siobhan Leachman","68821921","siobhanleachman","2021-01-31 9:51:09 AM GMT+13:00","iNaturalist research-grade observations","Hampden, Hampden 9410, New Zealand",3039406012,"Observations","https://www.inaturalist.org/observations/68821921","124748","Siobhan Leachman","68821921","iNaturalist","20:51:09Z","Clinton Duffy","wild",152746889,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058878736,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.714662,-118.313613,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:48:10.535+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-18T21:58:08",7,"California",2021,1,17,"2021-01-17T16:35:10","2021-02-28T21:21:40.000+00:00","2022-03-08T17:48:10.535+00:00","https://www.inaturalist.org/observations/68258882","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","Jordan Burkhardt","68258882","jordanburkhardt","Sun Jan 17 2021 16:35:10 GMT-0800 (PST)","iNaturalist research-grade observations","Catalina Channel, Los Angeles, CA, US",3058878736,"Observations","https://www.inaturalist.org/observations/68258882","124748","Jordan Burkhardt","68258882","iNaturalist","00:35:10Z","Heather Fulton-Bennett","wild",151146366,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058958719,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.714653,-118.313422,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:38:44.405+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-18T21:58:11",4,"California",2021,1,17,"2021-01-17T16:36:55","2021-02-28T21:21:31.000+00:00","2022-03-08T17:38:44.405+00:00","https://www.inaturalist.org/observations/68259076","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","Jordan Burkhardt","68259076","jordanburkhardt","Sun Jan 17 2021 16:36:55 GMT-0800 (PST)","iNaturalist research-grade observations","Catalina Channel, Los Angeles, CA, US",3058958719,"Observations","https://www.inaturalist.org/observations/68259076","124748","Jordan Burkhardt","68259076","iNaturalist","00:36:55Z","Heather Fulton-Bennett","wild",151146378,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058988135,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.351553,-118.322477,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:28:15.060+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-02-28T08:07:39",2482,"California",2021,1,18,"2021-01-18T12:06:00","2021-03-20T15:03:25.000+00:00","2022-03-08T17:28:15.060+00:00","https://www.inaturalist.org/observations/70306328","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","ahappachbio211","70306328","ahappachbio211","Mon Jan 18 2021 12:06:00 GMT-0800 (PST)","iNaturalist research-grade observations","San Pedro Channel, CA, US",3058988135,"Observations","https://www.inaturalist.org/observations/70306328","124748","ahappachbio211","70306328","iNaturalist","20:06:00Z","ahappachbio211","wild",157026049,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068076440,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.757328,-118.14833,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:55:28.744+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-25T01:47:05",4,"California",2021,1,24,"2021-01-24T13:22:30","2021-01-25T19:34:47.000+00:00","2022-03-08T17:55:28.744+00:00","https://www.inaturalist.org/observations/68565958","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","Will Sweet","68565958","wsweet321","Sun Jan 24 2021 13:22:30 GMT-0800 (PST)","iNaturalist research-grade observations","San Pedro Bay, CA, US",3068076440,"Observations","https://www.inaturalist.org/observations/68565958","124748","Will Sweet","68565958","iNaturalist","18:22:30Z","Heather Fulton-Bennett","wild",151989677,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068095378,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.460248,-117.706851,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:40:53.753+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-17T00:20:15",2,"California",2021,1,16,"2021-01-16T12:29:00","2021-01-17T03:53:18.000+00:00","2022-03-08T17:40:53.753+00:00","https://www.inaturalist.org/observations/68184236","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","Eric Koberle","68184236","ekoberle","2021/01/16 12:29 PM PST","iNaturalist research-grade observations","Orange County, CA, USA",3068095378,"Observations","https://www.inaturalist.org/observations/68184236","124748","Eric Koberle","68184236","iNaturalist","20:29:00Z","Eric Koberle","wild",150843419,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070368384,"Macrocystis pyrifera (Linnaeus) C.Agardh",33.801842,-118.401362,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:43:46.901+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-11T04:46:29",721,"California",2021,1,10,"2021-01-10T13:19:00","2021-01-11T21:53:09.000+00:00","2022-03-08T17:43:46.901+00:00","https://www.inaturalist.org/observations/67896178","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","redrovertracy","67896178","redrovertracy","2021/01/10 1:19 PM PST","iNaturalist research-grade observations","Los Angeles County, CA, USA",3070368384,"Observations","https://www.inaturalist.org/observations/67896178","124748","redrovertracy","67896178","iNaturalist","21:19:00Z","redrovertracy","wild",150053039,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070492230,"Macrocystis pyrifera (Linnaeus) C.Agardh",35.1646,-120.754202,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:29:04.680+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-13T23:48:38",896,"California",2021,1,12,"2021-01-12T14:39:00","2021-01-15T03:57:23.000+00:00","2022-03-08T17:29:04.680+00:00","https://www.inaturalist.org/observations/68022680","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","US","United States of America","redrovertracy","68022680","redrovertracy","2021/01/12 2:39 PM PST","iNaturalist research-grade observations","San Luis Obispo County, CA, USA",3070492230,"Observations","https://www.inaturalist.org/observations/68022680","124748","redrovertracy","68022680","iNaturalist","22:39:00Z","Heather Fulton-Bennett","wild",150428521,"Is that eel grass nearby?","Yep, with eel grass (Zostera marina)",NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109305425,"Macrocystis pyrifera (Linnaeus) C.Agardh",48.42105,-124.052581,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:40:48.661+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-31T00:05:49",NA,"British Columbia",2021,1,30,"2021-01-30T14:26:56","2021-04-27T03:09:54.000+00:00","2022-03-08T17:40:48.661+00:00","https://www.inaturalist.org/observations/68831877","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","CA","Canada","Bryn Armstrong","68831877","bryn_","2021-01-30 2:26:56 PM PST","iNaturalist research-grade observations","Port Renfrew, BC V0S, Canada",3109305425,"Observations","https://www.inaturalist.org/observations/68831877","124748","Bryn Armstrong","68831877","iNaturalist","14:26:56Z","Bryn Armstrong","wild",152766624,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3301812504,"Macrocystis pyrifera (Linnaeus) C.Agardh",-42.038261,-73.453658,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-08T14:18:01.172+00:00","2022-03-08T17:28:23.561+00:00",295,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5422328,4,98,7073593,560,7740,3195765,5422328,5422328,"Macrocystis pyrifera (Linnaeus) C.Agardh","Chromista","Ochrophyta","Laminariales","Laminariaceae","Macrocystis","Macrocystis pyrifera","Macrocystis","pyrifera","SPECIES","ACCEPTED","NE","2021-01-26T21:49:22",5,"Los Lagos",2021,1,13,"2021-01-13T10:03:00","2021-06-08T18:46:22.000+00:00","2022-03-08T17:28:23.561+00:00","https://www.inaturalist.org/observations/68653737","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Phaeophyceae","CL","Chile","Diego Almendras","68653737","diegoalmendras","2021/01/13 10:03 AM -0300","iNaturalist research-grade observations","Chiloé, Los Lagos, Chile",3301812504,"Observations","https://www.inaturalist.org/observations/68653737","124748","Diego Almendras","68653737","iNaturalist","13:03:00Z","Diego Almendras","wild",152235936,NA,NA,NA,"Macrocystis pyrifera (Linnaeus) C.Agardh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
